Nest,FirstFound,LastPresent,LastChecked,Fate,Freq,Init,AgeDay1,Year,Site,Win_Hi,Win_Lo,Spr_Hi,Spr_Lo
HCW026,5,25,25,0,1,144,1,2002,kig,51,45,18,0
HCW030,5,29,29,0,1,147,-2,2002,kig,51,45,18,0
HCW032,5,21,21,0,1,141,4,2002,kig,51,45,18,0
HCW037,6,23,23,0,1,142,3,2002,kig,51,45,18,0
HCW038,6,28,28,0,1,146,-1,2002,kig,51,45,18,0
HCW039,6,25,25,0,1,145,0,2002,kig,51,45,18,0
HCW042,6,26,26,0,1,148,-3,2002,kig,51,45,18,0
HCW044,7,25,25,0,1,139,6,2002,kig,51,45,18,0
HCW047,7,28,28,0,1,147,-2,2002,kig,51,45,18,0
HCW048,7,28,28,0,1,149,-4,2002,kig,51,45,18,0
HCW050,7,28,28,0,1,143,2,2002,kig,51,45,18,0
HCW055,9,26,26,0,1,145,0,2002,kig,51,45,18,0
HCW062,12,35,35,0,1,154,-9,2002,kig,51,45,18,0
HCW070,13,36,36,0,1,155,-10,2002,kig,51,45,18,0
HCW072,13,26,26,0,1,147,-2,2002,kig,51,45,18,0
HCW076,19,27,27,0,1,147,-2,2002,kig,51,45,18,0
HMW011,2,25,25,0,1,144,1,2002,kig,51,45,18,0
HMW012,2,25,25,0,1,144,1,2002,kig,51,45,18,0
HMW014,2,25,25,0,1,144,1,2002,kig,51,45,18,0
HMW022,3,19,19,0,1,141,4,2002,kig,51,45,18,0
HMW023,3,24,24,0,1,139,6,2002,kig,51,45,18,0
HMW024,3,28,28,0,1,145,0,2002,kig,51,45,18,0
HMW025,3,26,26,0,1,145,0,2002,kig,51,45,18,0
HMW035,4,27,27,0,1,146,-1,2002,kig,51,45,18,0
HMW039,4,21,21,0,1,140,5,2002,kig,51,45,18,0
HMW048,4,27,27,0,1,148,-3,2002,kig,51,45,18,0
HMW050,5,25,25,0,1,149,-4,2002,kig,51,45,18,0
HMW052,5,19,19,0,1,137,8,2002,kig,51,45,18,0
HMW053,5,24,24,0,1,147,-2,2002,kig,51,45,18,0
HMW055,5,23,23,0,1,149,-4,2002,kig,51,45,18,0
HMW061,5,24,24,0,1,141,4,2002,kig,51,45,18,0
HMW063,6,22,22,0,1,137,8,2002,kig,51,45,18,0
HMW064,6,17,17,0,1,138,7,2002,kig,51,45,18,0
HMW066,6,22,22,0,1,146,-1,2002,kig,51,45,18,0
HMW067,6,23,23,0,1,142,3,2002,kig,51,45,18,0
HMW068,6,23,23,0,1,140,5,2002,kig,51,45,18,0
HMW069,6,33,33,0,1,148,-3,2002,kig,51,45,18,0
HMW075,6,26,26,0,1,150,-5,2002,kig,51,45,18,0
HMW100,8,25,25,0,1,150,-5,2002,kig,51,45,18,0
HMW106,9,25,25,0,1,142,3,2002,kig,51,45,18,0
HMW107,9,26,26,0,1,145,0,2002,kig,51,45,18,0
HMW115,9,34,34,0,1,151,-6,2002,kig,51,45,18,0
HMW116,9,33,33,0,1,153,-8,2002,kig,51,45,18,0
HMW119,9,31,31,0,1,153,-8,2002,kig,51,45,18,0
HMW120,10,31,31,0,1,152,-7,2002,kig,51,45,18,0
HMW123,10,26,26,0,1,146,-1,2002,kig,51,45,18,0
HMW125,10,16,16,0,1,136,9,2002,kig,51,45,18,0
HMW136,10,27,27,0,1,143,2,2002,kig,51,45,18,0
HMW150,12,30,30,0,1,148,-3,2002,kig,51,45,18,0
HMW156,12,36,36,0,1,154,-9,2002,kig,51,45,18,0
HMW157,12,18,18,0,1,138,7,2002,kig,51,45,18,0
HMW163,12,29,29,0,1,145,0,2002,kig,51,45,18,0
HMW166,13,31,31,0,1,152,-7,2002,kig,51,45,18,0
HMW168,13,26,26,0,1,146,-1,2002,kig,51,45,18,0
HMW178,14,25,25,0,1,140,5,2002,kig,51,45,18,0
HMW183,17,31,31,0,1,153,-8,2002,kig,51,45,18,0
HMW187,18,37,37,0,1,157,-12,2002,kig,51,45,18,0
HMW192,19,33,33,0,1,158,-13,2002,kig,51,45,18,0
JLO004,2,24,24,0,1,141,4,2002,kig,51,45,18,0
JLO010,3,25,25,0,1,142,3,2002,kig,51,45,18,0
JLO012,3,23,23,0,1,145,0,2002,kig,51,45,18,0
JLO014,3,23,23,0,1,145,0,2002,kig,51,45,18,0
JLO016,4,23,23,0,1,140,5,2002,kig,51,45,18,0
JLO017,4,23,23,0,1,140,5,2002,kig,51,45,18,0
JLO018,5,25,25,0,1,144,1,2002,kig,51,45,18,0
JLO020,5,27,27,0,1,144,1,2002,kig,51,45,18,0
JLO021,5,27,27,0,1,144,1,2002,kig,51,45,18,0
JLO023,5,23,23,0,1,141,4,2002,kig,51,45,18,0
JLO024,5,22,22,0,1,144,1,2002,kig,51,45,18,0
JLO025,6,29,29,0,1,148,-3,2002,kig,51,45,18,0
JLO032,7,23,23,0,1,140,5,2002,kig,51,45,18,0
JLO038,16,27,27,0,1,142,3,2002,kig,51,45,18,0
JLO040,9,25,25,0,1,148,-3,2002,kig,51,45,18,0
JLO043,10,30,30,0,1,152,-7,2002,kig,51,45,18,0
JLO044,10,21,21,0,1,141,4,2002,kig,51,45,18,0
JLO046,12,27,27,0,1,145,0,2002,kig,51,45,18,0
JLO048,12,30,30,0,1,145,0,2002,kig,51,45,18,0
JLO055,14,20,20,0,1,140,5,2002,kig,51,45,18,0
JLO066,25,26,26,0,1,146,-1,2002,kig,51,45,18,0
MLW002,1,22,22,0,1,143,2,2002,kig,51,45,18,0
MLW011,3,25,25,0,1,145,0,2002,kig,51,45,18,0
MLW014,3,25,25,0,1,145,0,2002,kig,51,45,18,0
MLW023,25,30,30,0,1,150,-5,2002,kig,51,45,18,0
RMO003,12,32,32,0,1,151,-6,2002,kig,51,45,18,0
CEF001,9,9,22,1,1,151,-6,2002,kig,51,45,18,0
CEF006,10,10,18,1,1,146,-1,2002,kig,51,45,18,0
CEF008,10,10,18,1,1,152,-7,2002,kig,51,45,18,0
HCW049,7,14,20,1,1,141,4,2002,kig,51,45,18,0
HMW029,3,30,34,1,1,142,3,2002,kig,51,45,18,0
HMW034,4,18,21,1,1,148,-3,2002,kig,51,45,18,0
HMW060,5,19,24,1,1,147,-2,2002,kig,51,45,18,0
HMW079,7,7,28,1,1,151,-6,2002,kig,51,45,18,0
HMW087,7,21,25,1,1,151,-6,2002,kig,51,45,18,0
HMW109,9,9,31,1,1,151,-6,2002,kig,51,45,18,0
HMW151,12,32,33,1,1,154,-9,2002,kig,51,45,18,0
HMW155,12,12,19,1,1,156,-11,2002,kig,51,45,18,0
HMW175,14,26,31,1,1,156,-11,2002,kig,51,45,18,0
HMW195,23,23,29,1,1,149,-4,2002,kig,51,45,18,0
HMW208,27,37,38,1,1,163,-18,2002,kig,51,45,18,0
HMW211,29,36,37,1,1,155,-10,2002,kig,51,45,18,0
JLO008,3,3,11,1,1,146,-1,2002,kig,51,45,18,0
JLO013,4,4,11,1,1,143,2,2002,kig,51,45,18,0
JLO015,4,21,24,1,1,140,5,2002,kig,51,45,18,0
JLO028,7,7,8,1,1,143,2,2002,kig,51,45,18,0
JLO029,7,7,8,1,1,143,2,2002,kig,51,45,18,0
JLO034,8,23,27,1,1,147,-2,2002,kig,51,45,18,0
JLO053,14,14,17,1,1,147,-2,2002,kig,51,45,18,0
TEH002,22,22,28,1,1,164,-19,2002,kig,51,45,18,0
CEF011,13,30,30,0,1,146,-1,2002,kig,51,45,18,0
HCW025,5,16,16,0,1,141,4,2002,kig,51,45,18,0
HCW043,6,28,28,0,1,148,-3,2002,kig,51,45,18,0
HMW098,8,32,32,0,1,150,-5,2002,kig,51,45,18,0
JLO050,12,29,29,0,1,135,10,2002,kig,51,45,18,0
MLW003,2,34,34,0,1,144,1,2002,kig,51,45,18,0
MLW004,2,22,22,0,1,144,1,2002,kig,51,45,18,0
MLW005,2,22,22,0,1,144,1,2002,kig,51,45,18,0
MLW012,3,17,17,0,1,145,0,2002,kig,51,45,18,0
MLW013,3,10,10,0,1,145,0,2002,kig,51,45,18,0
MLW016,17,36,36,0,1,159,-14,2002,kig,51,45,18,0
TLM121,13,20,20,0,1,139,6,2002,kig,51,45,18,0
HCW003,5,23,23,0,1,136,4,2003,kig,35,74,9,4
HCW007,5,24,24,0,1,136,4,2003,kig,35,74,9,4
HCW014,9,26,26,0,1,143,-3,2003,kig,35,74,9,4
HCW017,9,28,28,0,1,142,-2,2003,kig,35,74,9,4
HCW028,12,28,28,0,1,143,-3,2003,kig,35,74,9,4
HCW029,12,30,30,0,1,146,-6,2003,kig,35,74,9,4
HCW032,15,37,37,0,1,152,-12,2003,kig,35,74,9,4
HCW038,18,41,41,0,1,155,-15,2003,kig,35,74,9,4
HMW020,5,23,23,0,1,141,-1,2003,kig,35,74,9,4
HMW042,7,23,23,0,1,146,-6,2003,kig,35,74,9,4
HMW063,9,32,32,0,1,147,-7,2003,kig,35,74,9,4
HMW080,11,28,28,0,1,149,-9,2003,kig,35,74,9,4
HMW090,12,25,25,0,1,141,-1,2003,kig,35,74,9,4
HMW093,13,34,34,0,1,151,-11,2003,kig,35,74,9,4
HMW094,13,30,30,0,1,144,-4,2003,kig,35,74,9,4
HMW096,13,31,31,0,1,144,-4,2003,kig,35,74,9,4
HMW101,15,29,29,0,1,147,-7,2003,kig,35,74,9,4
HMW129,18,36,36,0,1,149,-9,2003,kig,35,74,9,4
HMW136,18,35,35,0,1,153,-13,2003,kig,35,74,9,4
HMW145,19,42,42,0,1,158,-18,2003,kig,35,74,9,4
HMW161,23,36,36,0,1,154,-14,2003,kig,35,74,9,4
HMW166,24,36,36,0,1,154,-14,2003,kig,35,74,9,4
HMW172,25,31,31,0,1,145,-5,2003,kig,35,74,9,4
HMW174,26,34,34,0,1,148,-8,2003,kig,35,74,9,4
JLO001,5,29,29,0,1,142,-2,2003,kig,35,74,9,4
JLO004,5,31,31,0,1,142,-2,2003,kig,35,74,9,4
JLO005,6,27,27,0,1,140,0,2003,kig,35,74,9,4
JLO008,9,33,33,0,1,146,-6,2003,kig,35,74,9,4
JLO020,12,34,34,0,1,149,-9,2003,kig,35,74,9,4
JLO024,13,24,24,0,1,134,6,2003,kig,35,74,9,4
JLO025,13,34,34,0,1,144,-4,2003,kig,35,74,9,4
JLO028,14,33,33,0,1,151,-11,2003,kig,35,74,9,4
JLO037,15,33,33,0,1,148,-8,2003,kig,35,74,9,4
JLO045,32,34,34,0,1,158,-18,2003,kig,35,74,9,4
JLO046,33,37,37,0,1,153,-13,2003,kig,35,74,9,4
MLW003,6,30,30,0,1,143,-3,2003,kig,35,74,9,4
MLW005,8,30,30,0,1,145,-5,2003,kig,35,74,9,4
MLW009,9,35,35,0,1,146,-6,2003,kig,35,74,9,4
MLW010,9,31,31,0,1,146,-6,2003,kig,35,74,9,4
MLW019,11,31,31,0,1,148,-8,2003,kig,35,74,9,4
MLW020,11,34,34,0,1,148,-8,2003,kig,35,74,9,4
MLW023,12,29,29,0,1,140,0,2003,kig,35,74,9,4
MLW024,12,30,30,0,1,139,1,2003,kig,35,74,9,4
MLW033,16,33,33,0,1,147,-7,2003,kig,35,74,9,4
MLW049,27,42,42,0,1,155,-15,2003,kig,35,74,9,4
MLW050,29,39,39,0,1,155,-15,2003,kig,35,74,9,4
TJO001,5,28,28,0,1,144,-4,2003,kig,35,74,9,4
TJO004,5,28,28,0,1,144,-4,2003,kig,35,74,9,4
TJO005,5,27,27,0,1,144,-4,2003,kig,35,74,9,4
TJO006,5,28,28,0,1,144,-4,2003,kig,35,74,9,4
TJO008,5,21,21,0,1,144,-4,2003,kig,35,74,9,4
TJO010,7,31,31,0,1,144,-4,2003,kig,35,74,9,4
TJO012,8,31,31,0,1,145,-5,2003,kig,35,74,9,4
TJO013,8,21,21,0,1,136,4,2003,kig,35,74,9,4
TJO021,9,27,27,0,1,146,-6,2003,kig,35,74,9,4
TJO022,9,28,28,0,1,137,3,2003,kig,35,74,9,4
TJO023,9,28,28,0,1,143,-3,2003,kig,35,74,9,4
TJO024,9,29,29,0,1,143,-3,2003,kig,35,74,9,4
TJO028,12,35,35,0,1,146,-6,2003,kig,35,74,9,4
TJO030,12,36,36,0,1,148,-8,2003,kig,35,74,9,4
TJO031,14,36,36,0,1,150,-10,2003,kig,35,74,9,4
TJO039,15,34,34,0,1,146,-6,2003,kig,35,74,9,4
TJO050,19,30,30,0,1,140,0,2003,kig,35,74,9,4
HCW009,7,14,21,1,1,144,-4,2003,kig,35,74,9,4
HCW022,10,10,17,1,1,147,-7,2003,kig,35,74,9,4
HCW040,18,31,36,1,1,151,-11,2003,kig,35,74,9,4
HCW043,21,30,33,1,1,158,-18,2003,kig,35,74,9,4
HCW044,22,22,27,1,1,159,-19,2003,kig,35,74,9,4
HCW045,25,25,30,1,1,156,-16,2003,kig,35,74,9,4
HCW047,32,32,38,1,1,153,-13,2003,kig,35,74,9,4
HMW039,7,7,14,1,1,146,-6,2003,kig,35,74,9,4
HMW041,7,29,31,1,1,146,-6,2003,kig,35,74,9,4
HMW049,8,15,22,1,1,147,-7,2003,kig,35,74,9,4
HMW050,8,8,15,1,1,146,-6,2003,kig,35,74,9,4
HMW051,8,15,22,1,1,147,-7,2003,kig,35,74,9,4
HMW052,8,22,28,1,1,147,-7,2003,kig,35,74,9,4
HMW098,15,19,26,1,1,154,-14,2003,kig,35,74,9,4
HMW102,15,26,32,1,1,153,-13,2003,kig,35,74,9,4
HMW113,15,22,30,1,1,153,-13,2003,kig,35,74,9,4
HMW118,16,16,23,1,1,155,-15,2003,kig,35,74,9,4
HMW120,16,34,35,1,1,150,-10,2003,kig,35,74,9,4
HMW121,16,23,27,1,1,145,-5,2003,kig,35,74,9,4
HMW148,20,34,40,1,1,157,-17,2003,kig,35,74,9,4
HMW158,22,38,41,1,1,161,-21,2003,kig,35,74,9,4
HMW160,23,30,32,1,1,152,-12,2003,kig,35,74,9,4
HMW168,24,24,30,1,1,153,-13,2003,kig,35,74,9,4
HMW179,29,29,36,1,1,159,-19,2003,kig,35,74,9,4
HMW189,37,37,41,1,1,156,-16,2003,kig,35,74,9,4
JLO002,5,5,12,1,1,142,-2,2003,kig,35,74,9,4
JLO003,5,5,12,1,1,139,1,2003,kig,35,74,9,4
JLO007,8,22,25,1,1,141,-1,2003,kig,35,74,9,4
JLO009,9,16,22,1,1,135,5,2003,kig,35,74,9,4
JLO016,10,17,20,1,1,138,2,2003,kig,35,74,9,4
JLO027,14,29,32,1,1,151,-11,2003,kig,35,74,9,4
JLO029,14,29,31,1,1,147,-7,2003,kig,35,74,9,4
JLO036,14,21,27,1,1,142,-2,2003,kig,35,74,9,4
JLO038,15,22,30,1,1,152,-12,2003,kig,35,74,9,4
MLW006,8,22,27,1,1,145,-5,2003,kig,35,74,9,4
MLW013,10,17,24,1,1,147,-7,2003,kig,35,74,9,4
MLW017,11,11,18,1,1,148,-8,2003,kig,35,74,9,4
MLW029,14,29,32,1,1,151,-11,2003,kig,35,74,9,4
MLW032,15,22,30,1,1,151,-11,2003,kig,35,74,9,4
MLW040,18,30,32,1,1,145,-5,2003,kig,35,74,9,4
PLF002,24,30,37,1,1,155,-15,2003,kig,35,74,9,4
TJO009,7,14,17,1,1,144,-4,2003,kig,35,74,9,4
TJO011,7,29,31,1,1,144,-4,2003,kig,35,74,9,4
TJO015,8,22,28,1,1,146,-6,2003,kig,35,74,9,4
TJO020,9,16,22,1,1,137,3,2003,kig,35,74,9,4
TJO026,10,10,17,1,1,144,-4,2003,kig,35,74,9,4
TJO027,11,25,31,1,1,147,-7,2003,kig,35,74,9,4
TJO032,14,29,32,1,1,148,-8,2003,kig,35,74,9,4
TJO040,16,30,34,1,1,150,-10,2003,kig,35,74,9,4
TJO043,17,17,24,1,1,145,-5,2003,kig,35,74,9,4
TJO044,17,24,31,1,1,151,-11,2003,kig,35,74,9,4
TJO057,21,29,38,1,1,158,-18,2003,kig,35,74,9,4
TJO058,21,21,29,1,1,157,-17,2003,kig,35,74,9,4
TJO059,21,29,36,1,1,158,-18,2003,kig,35,74,9,4
HMW144,19,26,26,0,1,145,-5,2003,kig,35,74,9,4
HMW159,22,42,42,0,1,161,-21,2003,kig,35,74,9,4
HMW178,27,43,43,0,1,162,-22,2003,kig,35,74,9,4
HMW180,29,42,42,0,1,165,-25,2003,kig,35,74,9,4
MLW004,6,17,17,0,1,133,7,2003,kig,35,74,9,4
BNS001,13,31,31,0,1,138,-4,2004,kig,42,74,3,0
BNS002,14,30,30,0,1,136,-2,2004,kig,42,74,3,0
BNS005,14,33,33,0,1,139,-5,2004,kig,42,74,3,0
BNS008,21,33,33,0,1,141,-7,2004,kig,42,74,3,0
BNS013,15,27,27,0,1,137,-3,2004,kig,42,74,3,0
BNS015,15,36,36,0,1,143,-9,2004,kig,42,74,3,0
BNS021,16,27,27,0,1,131,3,2004,kig,42,74,3,0
BNS022,16,33,33,0,1,139,-5,2004,kig,42,74,3,0
BNS024,17,33,33,0,1,143,-9,2004,kig,42,74,3,0
BNS025,17,30,30,0,1,139,-5,2004,kig,42,74,3,0
BNS026,17,24,24,0,1,132,2,2004,kig,42,74,3,0
BNS030,17,37,37,0,1,145,-11,2004,kig,42,74,3,0
BNS031,19,31,31,0,1,141,-7,2004,kig,42,74,3,0
BNS034,20,34,34,0,1,142,-8,2004,kig,42,74,3,0
BNS038,21,37,37,0,1,146,-12,2004,kig,42,74,3,0
BNS039,21,38,38,0,1,146,-12,2004,kig,42,74,3,0
BNS040,21,37,37,0,1,146,-12,2004,kig,42,74,3,0
BNS041,21,36,36,0,1,145,-11,2004,kig,42,74,3,0
BNS042,21,36,36,0,1,143,-9,2004,kig,42,74,3,0
BNS043,21,33,33,0,1,142,-8,2004,kig,42,74,3,0
BNS044,21,38,38,0,1,143,-9,2004,kig,42,74,3,0
BNS046,23,31,31,0,1,136,-2,2004,kig,42,74,3,0
BNS054,34,46,46,0,1,155,-21,2004,kig,42,74,3,0
HMW020,7,29,29,0,1,139,-5,2004,kig,42,74,3,0
HMW029,9,31,31,0,1,140,-6,2004,kig,42,74,3,0
HMW032,31,33,33,0,1,142,-8,2004,kig,42,74,3,0
HMW036,10,36,36,0,1,143,-9,2004,kig,42,74,3,0
HMW037,11,31,31,0,1,144,-10,2004,kig,42,74,3,0
HMW040,15,35,35,0,1,148,-14,2004,kig,42,74,3,0
HMW046,16,39,39,0,1,149,-15,2004,kig,42,74,3,0
HMW055,16,33,33,0,1,147,-13,2004,kig,42,74,3,0
HMW068,19,42,42,0,1,152,-18,2004,kig,42,74,3,0
HMW070,19,37,37,0,1,146,-12,2004,kig,42,74,3,0
HMW072,20,38,38,0,1,150,-16,2004,kig,42,74,3,0
HMW074,22,34,34,0,1,147,-13,2004,kig,42,74,3,0
HMW076,21,33,33,0,1,144,-10,2004,kig,42,74,3,0
HMW089,24,45,45,0,1,157,-23,2004,kig,42,74,3,0
HMW091,24,32,32,0,1,141,-7,2004,kig,42,74,3,0
HMW099,27,49,49,0,1,160,-26,2004,kig,42,74,3,0
HMW110,34,50,50,0,1,159,-25,2004,kig,42,74,3,0
HMW115,35,40,40,0,1,147,-13,2004,kig,42,74,3,0
HMW128,38,39,39,0,1,148,-14,2004,kig,42,74,3,0
HMW130,39,48,48,0,1,160,-26,2004,kig,42,74,3,0
LJV003,3,23,23,0,1,136,-2,2004,kig,42,74,3,0
LJV004,3,25,25,0,1,136,-2,2004,kig,42,74,3,0
LJV005,4,26,26,0,1,135,-1,2004,kig,42,74,3,0
LJV009,6,24,24,0,1,135,-1,2004,kig,42,74,3,0
LJV015,9,32,32,0,1,140,-6,2004,kig,42,74,3,0
LJV018,10,25,25,0,1,132,2,2004,kig,42,74,3,0
LJV022,11,32,32,0,1,142,-8,2004,kig,42,74,3,0
LJV023,11,30,30,0,1,136,-2,2004,kig,42,74,3,0
LJV026,14,34,34,0,1,145,-11,2004,kig,42,74,3,0
LJV028,14,24,24,0,1,134,0,2004,kig,42,74,3,0
LJV031,14,26,26,0,1,141,-7,2004,kig,42,74,3,0
LJV032,14,28,28,0,1,139,-5,2004,kig,42,74,3,0
LJV034,15,35,35,0,1,147,-13,2004,kig,42,74,3,0
LJV044,17,35,35,0,1,146,-12,2004,kig,42,74,3,0
LJV047,18,40,40,0,1,151,-17,2004,kig,42,74,3,0
LJV056,20,39,39,0,1,151,-17,2004,kig,42,74,3,0
LJV059,21,25,25,0,1,134,0,2004,kig,42,74,3,0
LJV064,21,35,35,0,1,148,-14,2004,kig,42,74,3,0
LJV066,21,30,30,0,1,142,-8,2004,kig,42,74,3,0
LJV072,25,41,41,0,1,150,-16,2004,kig,42,74,3,0
LJV073,25,45,45,0,1,157,-23,2004,kig,42,74,3,0
LJV091,38,45,45,0,1,151,-17,2004,kig,42,74,3,0
LJV092,38,48,48,0,1,159,-25,2004,kig,42,74,3,0
LJV093,38,46,46,0,1,155,-21,2004,kig,42,74,3,0
MLW001,13,28,28,0,1,135,-1,2004,kig,42,74,3,0
MLW003,14,22,22,0,1,129,5,2004,kig,42,74,3,0
MLW004,14,35,35,0,1,145,-11,2004,kig,42,74,3,0
MLW009,14,34,34,0,1,145,-11,2004,kig,42,74,3,0
MLW014,15,35,35,0,1,143,-9,2004,kig,42,74,3,0
MLW015,15,32,32,0,1,143,-9,2004,kig,42,74,3,0
MLW017,15,30,30,0,1,139,-5,2004,kig,42,74,3,0
MLW019,16,38,38,0,1,147,-13,2004,kig,42,74,3,0
MLW020,16,30,30,0,1,138,-4,2004,kig,42,74,3,0
MLW024,16,31,31,0,1,140,-6,2004,kig,42,74,3,0
MLW025,16,35,35,0,1,144,-10,2004,kig,42,74,3,0
MLW027,17,33,33,0,1,142,-8,2004,kig,42,74,3,0
MLW029,17,27,27,0,1,135,-1,2004,kig,42,74,3,0
MLW032,17,32,32,0,1,139,-5,2004,kig,42,74,3,0
MLW034,17,33,33,0,1,141,-7,2004,kig,42,74,3,0
MLW048,21,26,26,0,1,133,1,2004,kig,42,74,3,0
MLW049,21,44,44,0,1,152,-18,2004,kig,42,74,3,0
MLW050,21,32,32,0,1,139,-5,2004,kig,42,74,3,0
MLW051,21,41,41,0,1,145,-11,2004,kig,42,74,3,0
MLW055,22,35,35,0,1,144,-10,2004,kig,42,74,3,0
MLW056,23,37,37,0,1,145,-11,2004,kig,42,74,3,0
MLW071,29,31,31,0,1,140,-6,2004,kig,42,74,3,0
MLW073,29,35,35,0,1,141,-7,2004,kig,42,74,3,0
MLW074,30,50,50,0,1,158,-24,2004,kig,42,74,3,0
MLW078,32,38,38,0,1,147,-13,2004,kig,42,74,3,0
MLW080,35,44,44,0,1,153,-19,2004,kig,42,74,3,0
MLW082,39,48,48,0,1,151,-17,2004,kig,42,74,3,0
MLW083,39,41,41,0,1,150,-16,2004,kig,42,74,3,0
MLW084,39,46,46,0,1,154,-20,2004,kig,42,74,3,0
TJO003,13,27,27,0,1,135,-1,2004,kig,42,74,3,0
TJO006,13,24,24,0,1,128,6,2004,kig,42,74,3,0
TJO015,15,30,30,0,1,137,-3,2004,kig,42,74,3,0
TJO018,15,35,35,0,1,145,-11,2004,kig,42,74,3,0
TJO026,15,35,35,0,1,143,-9,2004,kig,42,74,3,0
TJO031,16,25,25,0,1,136,-2,2004,kig,42,74,3,0
TJO032,16,22,22,0,1,131,3,2004,kig,42,74,3,0
TJO033,16,22,22,0,1,131,3,2004,kig,42,74,3,0
TJO034,16,26,26,0,1,134,0,2004,kig,42,74,3,0
TJO035,16,38,38,0,1,146,-12,2004,kig,42,74,3,0
TJO038,17,37,37,0,1,148,-14,2004,kig,42,74,3,0
TJO039,16,37,37,0,1,144,-10,2004,kig,42,74,3,0
TJO042,17,35,35,0,1,145,-11,2004,kig,42,74,3,0
TJO046,17,33,33,0,1,142,-8,2004,kig,42,74,3,0
TJO048,19,32,32,0,1,139,-5,2004,kig,42,74,3,0
TJO052,19,41,41,0,1,149,-15,2004,kig,42,74,3,0
TJO054,20,27,27,0,1,133,1,2004,kig,42,74,3,0
TJO055,20,43,43,0,1,148,-14,2004,kig,42,74,3,0
TJO057,24,31,31,0,1,138,-4,2004,kig,42,74,3,0
TJO059,21,40,40,0,1,143,-9,2004,kig,42,74,3,0
TJO060,21,37,37,0,1,143,-9,2004,kig,42,74,3,0
TJO062,21,33,33,0,1,136,-2,2004,kig,42,74,3,0
TJO064,24,36,36,0,1,145,-11,2004,kig,42,74,3,0
TJO067,28,34,34,0,1,143,-9,2004,kig,42,74,3,0
TJO069,29,45,45,0,1,154,-20,2004,kig,42,74,3,0
BNS036,21,21,27,1,1,136,-2,2004,kig,42,74,3,0
BNS037,21,28,35,1,1,149,-15,2004,kig,42,74,3,0
BNS051,24,31,38,1,1,149,-15,2004,kig,42,74,3,0
BNS053,32,32,42,1,1,163,-29,2004,kig,42,74,3,0
HMW002,1,1,17,1,1,134,0,2004,kig,42,74,3,0
HMW003,2,2,10,1,1,135,-1,2004,kig,42,74,3,0
HMW111,35,35,44,1,1,156,-22,2004,kig,42,74,3,0
LJV020,10,18,28,1,1,137,-3,2004,kig,42,74,3,0
LJV055,20,20,27,1,1,153,-19,2004,kig,42,74,3,0
MLW018,15,15,22,1,1,146,-12,2004,kig,42,74,3,0
MLW036,18,18,25,1,1,146,-12,2004,kig,42,74,3,0
MLW060,23,23,31,1,1,141,-7,2004,kig,42,74,3,0
MLW061,23,38,40,1,1,148,-14,2004,kig,42,74,3,0
TJO040,17,39,42,1,1,148,-14,2004,kig,42,74,3,0
TJO045,17,17,24,1,1,138,-4,2004,kig,42,74,3,0
TJO051,19,19,25,1,1,134,0,2004,kig,42,74,3,0
TJO056,24,42,43,1,1,149,-15,2004,kig,42,74,3,0
TJO068,29,43,44,1,1,154,-20,2004,kig,42,74,3,0
TJO074,45,45,46,1,1,157,-23,2004,kig,42,74,3,0
LJV101,47,50,50,0,1,158,-24,2004,kig,42,74,3,0
TJO073,39,50,50,0,1,161,-27,2004,kig,42,74,3,0
BCL002,1,17,17,0,1,137,11,2005,kig,25,61,13,4
BCL003,1,23,23,0,1,143,5,2005,kig,25,61,13,4
BCL005,1,18,18,0,1,139,9,2005,kig,25,61,13,4
BCL007,1,19,19,0,1,137,11,2005,kig,25,61,13,4
BCL020,2,16,16,0,1,138,10,2005,kig,25,61,13,4
BCL027,4,20,20,0,1,139,9,2005,kig,25,61,13,4
BCL032,4,15,15,0,1,133,15,2005,kig,25,61,13,4
BCL034,5,15,15,0,1,138,10,2005,kig,25,61,13,4
BCL036,5,15,15,0,1,134,14,2005,kig,25,61,13,4
BCL037,5,28,28,0,1,150,-2,2005,kig,25,61,13,4
BCL038,5,23,23,0,1,146,2,2005,kig,25,61,13,4
BCL039,5,27,27,0,1,150,-2,2005,kig,25,61,13,4
BCL043,6,30,30,0,1,151,-3,2005,kig,25,61,13,4
BCL044,6,15,15,0,1,135,13,2005,kig,25,61,13,4
BCL047,6,21,21,0,1,141,7,2005,kig,25,61,13,4
BCL048,6,21,21,0,1,139,9,2005,kig,25,61,13,4
BCL049,7,13,13,0,1,136,12,2005,kig,25,61,13,4
BCL052,8,22,22,0,1,139,9,2005,kig,25,61,13,4
BCL053,8,15,15,0,1,136,12,2005,kig,25,61,13,4
BCL054,8,17,17,0,1,136,12,2005,kig,25,61,13,4
BCL059,10,23,23,0,1,155,-7,2005,kig,25,61,13,4
BCL061,11,28,28,0,1,146,2,2005,kig,25,61,13,4
MLW001,1,21,21,0,1,146,2,2005,kig,25,61,13,4
MLW005,1,14,14,0,1,137,11,2005,kig,25,61,13,4
MLW008,2,16,16,0,1,138,10,2005,kig,25,61,13,4
MLW009,2,12,12,0,1,134,14,2005,kig,25,61,13,4
MLW012,3,21,21,0,1,145,3,2005,kig,25,61,13,4
MLW013,3,17,17,0,1,139,9,2005,kig,25,61,13,4
