"","FirstFound","LastPresent","LastChecked","Fate","Freq","Init","NestAge","Site","Nest","X","year_winter","ws_days_tmin_below_15","w_days_tmin_below_15","sp_days_tmin_below_11","winter_meanTmin","spring_meanTmin","ws_days_awnd_above_13_6","w_days_awnd_above_13_8","sp_days_awnd_above_12","winter_meanWind","spring_meanWind","ws_count_sic_ge95","winter_count_sic_ge95","spring_count_sic_ge95","ws_count_sic_le15","winter_count_sic_le15","spring_count_sic_le15","ws_index","winter_index","spring_index","Year"
"1070",15,27,27,0,1,137,-3,"Kig","BNS013",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1071",15,36,36,0,1,143,-9,"Kig","BNS015",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1072",16,27,27,0,1,131,3,"Kig","BNS021",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1073",16,33,33,0,1,139,-5,"Kig","BNS022",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1074",17,33,33,0,1,143,-9,"Kig","BNS024",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1075",17,30,30,0,1,139,-5,"Kig","BNS025",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1076",17,24,24,0,1,132,2,"Kig","BNS026",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1077",17,37,37,0,1,145,-11,"Kig","BNS030",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1078",19,31,31,0,1,141,-7,"Kig","BNS031",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1079",20,34,34,0,1,142,-8,"Kig","BNS034",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1080",21,37,37,0,1,146,-12,"Kig","BNS038",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1081",21,38,38,0,1,146,-12,"Kig","BNS039",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1082",21,37,37,0,1,146,-12,"Kig","BNS040",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1083",21,36,36,0,1,145,-11,"Kig","BNS041",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1084",21,36,36,0,1,143,-9,"Kig","BNS042",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1085",21,33,33,0,1,142,-8,"Kig","BNS043",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1086",21,38,38,0,1,143,-9,"Kig","BNS044",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1087",23,31,31,0,1,136,-2,"Kig","BNS046",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1088",34,46,46,0,1,155,-21,"Kig","BNS054",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1089",7,29,29,0,1,139,-5,"Kig","HMW020",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1090",9,31,31,0,1,140,-6,"Kig","HMW029",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1091",31,33,33,0,1,142,-8,"Kig","HMW032",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1092",10,36,36,0,1,143,-9,"Kig","HMW036",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1093",11,31,31,0,1,144,-10,"Kig","HMW037",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1094",15,35,35,0,1,148,-14,"Kig","HMW040",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1095",16,39,39,0,1,149,-15,"Kig","HMW046",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1096",16,33,33,0,1,147,-13,"Kig","HMW055",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1097",19,42,42,0,1,152,-18,"Kig","HMW068",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1098",19,37,37,0,1,146,-12,"Kig","HMW070",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1099",20,38,38,0,1,150,-16,"Kig","HMW072",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1100",22,34,34,0,1,147,-13,"Kig","HMW074",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1101",21,33,33,0,1,144,-10,"Kig","HMW076",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1102",24,45,45,0,1,157,-23,"Kig","HMW089",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1103",24,32,32,0,1,141,-7,"Kig","HMW091",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1104",27,49,49,0,1,160,-26,"Kig","HMW099",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1105",34,50,50,0,1,159,-25,"Kig","HMW110",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1106",35,40,40,0,1,147,-13,"Kig","HMW115",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1107",38,39,39,0,1,148,-14,"Kig","HMW128",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1108",39,48,48,0,1,160,-26,"Kig","HMW130",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1109",3,23,23,0,1,136,-2,"Kig","LJV003",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1110",3,25,25,0,1,136,-2,"Kig","LJV004",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1111",4,26,26,0,1,135,-1,"Kig","LJV005",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1112",6,24,24,0,1,135,-1,"Kig","LJV009",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1113",9,32,32,0,1,140,-6,"Kig","LJV015",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1114",10,25,25,0,1,132,2,"Kig","LJV018",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1115",11,32,32,0,1,142,-8,"Kig","LJV022",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1116",11,30,30,0,1,136,-2,"Kig","LJV023",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1117",14,34,34,0,1,145,-11,"Kig","LJV026",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1118",14,24,24,0,1,134,0,"Kig","LJV028",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1119",14,26,26,0,1,141,-7,"Kig","LJV031",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1120",14,28,28,0,1,139,-5,"Kig","LJV032",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1121",15,35,35,0,1,147,-13,"Kig","LJV034",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1122",17,35,35,0,1,146,-12,"Kig","LJV044",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1123",18,40,40,0,1,151,-17,"Kig","LJV047",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1124",20,39,39,0,1,151,-17,"Kig","LJV056",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1125",21,25,25,0,1,134,0,"Kig","LJV059",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1126",21,35,35,0,1,148,-14,"Kig","LJV064",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1127",21,30,30,0,1,142,-8,"Kig","LJV066",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1128",25,41,41,0,1,150,-16,"Kig","LJV072",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1129",25,45,45,0,1,157,-23,"Kig","LJV073",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1130",38,45,45,0,1,151,-17,"Kig","LJV091",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1131",38,48,48,0,1,159,-25,"Kig","LJV092",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1132",38,46,46,0,1,155,-21,"Kig","LJV093",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1133",13,28,28,0,1,135,-1,"Kig","MLW001",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1134",14,22,22,0,1,129,5,"Kig","MLW003",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1135",14,35,35,0,1,145,-11,"Kig","MLW004",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1136",14,34,34,0,1,145,-11,"Kig","MLW009",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1137",15,35,35,0,1,143,-9,"Kig","MLW014",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1138",15,32,32,0,1,143,-9,"Kig","MLW015",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1139",15,30,30,0,1,139,-5,"Kig","MLW017",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1140",16,38,38,0,1,147,-13,"Kig","MLW019",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1141",16,30,30,0,1,138,-4,"Kig","MLW020",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1142",16,31,31,0,1,140,-6,"Kig","MLW024",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1143",16,35,35,0,1,144,-10,"Kig","MLW025",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1144",17,33,33,0,1,142,-8,"Kig","MLW027",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1145",17,27,27,0,1,135,-1,"Kig","MLW029",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1146",17,32,32,0,1,139,-5,"Kig","MLW032",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1147",17,33,33,0,1,141,-7,"Kig","MLW034",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1148",21,26,26,0,1,133,1,"Kig","MLW048",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1149",21,44,44,0,1,152,-18,"Kig","MLW049",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1150",21,32,32,0,1,139,-5,"Kig","MLW050",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1151",21,41,41,0,1,145,-11,"Kig","MLW051",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1152",22,35,35,0,1,144,-10,"Kig","MLW055",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1153",23,37,37,0,1,145,-11,"Kig","MLW056",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1154",29,31,31,0,1,140,-6,"Kig","MLW071",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1155",29,35,35,0,1,141,-7,"Kig","MLW073",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1156",30,50,50,0,1,158,-24,"Kig","MLW074",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1157",32,38,38,0,1,147,-13,"Kig","MLW078",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1158",35,44,44,0,1,153,-19,"Kig","MLW080",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1159",39,48,48,0,1,151,-17,"Kig","MLW082",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1160",39,41,41,0,1,150,-16,"Kig","MLW083",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1161",39,46,46,0,1,154,-20,"Kig","MLW084",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1162",13,27,27,0,1,135,-1,"Kig","TJO003",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1163",13,24,24,0,1,128,6,"Kig","TJO006",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1164",15,30,30,0,1,137,-3,"Kig","TJO015",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1165",15,35,35,0,1,145,-11,"Kig","TJO018",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1166",15,35,35,0,1,143,-9,"Kig","TJO026",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1167",16,25,25,0,1,136,-2,"Kig","TJO031",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1168",16,22,22,0,1,131,3,"Kig","TJO032",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1169",16,22,22,0,1,131,3,"Kig","TJO033",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1170",16,26,26,0,1,134,0,"Kig","TJO034",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1171",16,38,38,0,1,146,-12,"Kig","TJO035",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1172",17,37,37,0,1,148,-14,"Kig","TJO038",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1173",16,37,37,0,1,144,-10,"Kig","TJO039",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1174",17,35,35,0,1,145,-11,"Kig","TJO042",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1175",17,33,33,0,1,142,-8,"Kig","TJO046",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1176",19,32,32,0,1,139,-5,"Kig","TJO048",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1177",19,41,41,0,1,149,-15,"Kig","TJO052",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1178",20,27,27,0,1,133,1,"Kig","TJO054",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1179",20,43,43,0,1,148,-14,"Kig","TJO055",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1180",24,31,31,0,1,138,-4,"Kig","TJO057",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1181",21,40,40,0,1,143,-9,"Kig","TJO059",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1182",21,37,37,0,1,143,-9,"Kig","TJO060",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1183",21,33,33,0,1,136,-2,"Kig","TJO062",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1184",24,36,36,0,1,145,-11,"Kig","TJO064",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1185",28,34,34,0,1,143,-9,"Kig","TJO067",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1186",29,45,45,0,1,154,-20,"Kig","TJO069",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1187",21,21,27,1,1,136,-2,"Kig","BNS036",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1188",21,28,35,1,1,149,-15,"Kig","BNS037",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1189",24,31,38,1,1,149,-15,"Kig","BNS051",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
"1190",32,32,42,1,1,163,-29,"Kig","BNS053",11,2003,0,0,4,-3.58421052631579,-2.47,8,7,2,7.93552631578947,6.96333333333333,45,42,3,74,74,0,117.589147365108,114.293310499104,3.29583686600433,2004
